Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,generate column 1,generate column 2,generate column 3,generate column 4,categorical2,categorical3
I,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,7,0.06,-1.04,-0.1,-0.46,e,B
I,0.345,0.27,0.11,0.2135,0.08199999999999999,0.0545,0.07,7,-0.08,0.8,0.07,-1.38,e,W
I,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,7,0.23,-0.67,0.41,-1.35,e,W
M,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13,-0.26,-4.23,0.5,0.69,p,W
F,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12,-0.37,-0.39,2.01,1.48,e,B
F,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15,-0.83,2.55,-0.94,-0.18,e,B
M,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15,0.74,-0.7,0.33,-0.75,e,W
M,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15,-2.43,1.21,0.75,0.27,e,B
M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19,-0.17,0.37,0.36,0.09,e,W
M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10,0.62,0.3,-1.03,1.53,e,W
F,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15,-0.13,-1.15,-0.4,-0.12,e,W
F,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13,-0.19,-1.01,0.21,-0.95,e,B
F,0.54,0.475,0.155,0.928,0.394,0.194,0.26,11,-0.32,0.0,-2.07,0.08,e,W
F,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12,-0.46,0.25,1.08,-0.94,p,W
M,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11,-0.36,0.6,-1.27,0.71,e,W
I,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,4,0.29,1.81,-1.17,0.68,e,B
M,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,6,0.54,-0.6,0.92,2.27,e,H
F,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11,0.45,1.51,1.2,-0.14,e,A
M,0.52,0.45,0.15,0.895,0.3615,0.18600000000000005,0.235,14,0.68,-0.46,1.24,0.05,e,W
M,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8,0.33,-0.61,0.37,-1.15,e,B
M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9,-1.55,-0.28,-0.37,-1.22,e,W
F,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13,-1.27,1.44,0.69,1.37,p,W
F,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,22,0.5,-0.86,1.76,0.45,e,
M,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16,1.31,0.12,0.89,1.67,p,H
M,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14,0.27,0.63,-0.06,-0.44,e,W
M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15,0.63,-1.23,-0.55,1.01,e,W
M,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13,2.08,-0.46,0.78,-0.55,e,B
M,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22,0.51,0.57,1.47,1.7,e,W
F,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12,0.96,0.2,0.42,-0.14,e,W
M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,18,-0.05,-1.07,0.11,0.08,e,H
M,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20,-0.21,0.21,-0.59,1.2,e,B
F,0.515,0.425,0.135,0.7120000000000001,0.2665,0.1605,0.25,11,1.07,-1.1,-0.66,-0.92,e,W
F,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,15,0.09,0.17,0.36,-0.52,p,B
I,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7,-3.2,1.49,-2.21,-2.86,e,B
F,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9,-0.11,0.0,-1.13,-1.24,e,B
M,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14,-0.52,-0.2,-0.51,-0.07,e,W
M,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14,0.47,1.59,0.38,0.3,e,W
F,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10,-0.34,2.25,-0.27,-0.06,e,H
M,0.53,0.435,0.155,0.6990000000000001,0.28800000000000003,0.1595,0.205,10,-1.03,1.54,1.79,-2.1,e,H
F,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17,-0.37,0.01,-0.72,2.22,e,B
M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9,0.91,-0.56,0.84,-0.52,e,H
F,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10,1.42,-2.05,0.74,-0.52,e,B
M,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17,-0.95,-2.1,1.23,-0.61,e,H
F,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12,0.16,-0.97,-1.04,-0.3,e,W
M,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15,-1.8,-1.15,0.89,-2.68,e,W
F,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19,0.46,0.19,-0.21,-0.94,e,W
M,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26,-1.31,1.09,-2.91,-0.45,e,H
I,0.295,0.215,0.085,0.128,0.049,0.034,0.04,6,-0.65,-1.19,-0.15,0.76,e,N
I,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6,0.36,0.64,-0.03,0.19,e,W
I,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4,-1.0,1.47,-1.03,-2.6,e,H
M,0.49,0.395,0.14,0.5489999999999999,0.2215,0.1275,0.15,11,1.32,-1.36,-1.68,0.09,e,B
M,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9,0.43,-1.04,1.49,-0.81,p,B
F,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9,0.74,-1.07,-0.3,0.81,e,H
F,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13,0.31,0.39,0.31,1.63,e,W
M,0.37,0.28,0.1,0.252,0.1065,0.0595,0.07400000000000001,8,-1.13,0.34,0.72,0.86,e,B
M,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,6,1.11,-0.92,-1.92,-1.2,e,A
F,0.47,0.36,0.13,0.472,0.182,0.114,0.15,10,-1.41,0.31,-0.37,-2.18,e,W
I,0.2,0.145,0.06,0.037000000000000005,0.0125,0.0095,0.011,4,0.05,-0.77,-0.83,-0.78,e,W
I,0.165,0.12,0.03,0.0215,0.006999999999999999,0.005,0.005,3,0.75,0.85,0.96,-0.63,e,H
M,0.645,0.515,0.24,1.5415,0.471,0.369,0.535,13,-0.23,-0.17,-0.57,-0.88,e,W
M,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,14,1.07,-1.26,1.75,-0.05,e,W
M,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10,1.55,0.57,-2.38,-0.13,e,W
F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21,-0.47,0.7,0.2,-0.81,e,B
M,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14,1.27,-1.09,-0.4,0.62,p,W
M,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19,0.64,1.62,-0.73,1.02,e,B
F,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23,0.26,0.02,-0.61,-0.37,e,W
M,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23,0.03,-0.18,0.88,0.13,e,W
I,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,8,0.35,0.14,0.6,-0.47,p,W
F,0.635,0.535,0.19,1.242,0.5760000000000001,0.2475,0.39,14,0.23,0.59,-0.95,-0.12,e,W
M,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,10,0.38,-0.09,-1.26,0.53,e,B
F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18,2.01,-0.18,1.27,0.76,e,W
I,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6,-0.26,-0.92,0.21,0.92,e,B
I,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,5,-0.74,0.6,0.53,0.56,e,W
I,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4,1.69,-0.77,1.01,0.61,e,W
M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11,0.71,0.13,1.09,0.35,e,H
I,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,5,0.22,-1.78,0.61,0.9,e,H
M,0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7,-1.22,-0.22,0.15,0.62,e,B
I,0.355,0.275,0.09,0.251,0.097,0.053,0.08,7,-0.74,-1.17,-0.95,-0.35,e,B
I,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7,-1.26,0.83,-0.85,0.65,e,W
M,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12,-0.69,-0.39,-0.42,-0.8,p,O
M,0.36,0.295,0.105,0.241,0.0865,0.053,0.095,8,0.56,0.92,0.44,-0.19,e,H
I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8,1.04,-1.11,0.09,-0.7,e,W
M,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,12,-0.46,0.29,0.06,-0.59,p,W
F,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8,-0.39,1.72,0.73,0.57,e,B
I,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5,0.29,1.31,-1.14,1.12,e,O
I,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5,2.53,1.51,1.04,-0.58,e,H
F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16,1.69,-0.22,-0.11,0.69,e,W
M,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,11,-1.07,-0.45,0.2,1.17,e,W
M,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,14,-1.12,1.17,-1.11,0.23,e,B
M,0.59,0.45,0.185,1.283,0.473,0.276,0.425,16,-1.41,-0.12,-0.47,-1.26,e,A
M,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13,2.3,2.3,1.1,-1.97,e,W
F,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15,0.0,1.01,1.75,1.99,e,W
M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14,1.9,0.06,1.37,-0.99,e,
F,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14,1.0,1.24,-0.41,1.05,e,W
M,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12,1.04,-0.62,-0.97,0.72,e,B
F,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12,0.45,-0.53,1.57,-2.21,e,W
F,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8,-0.24,-0.43,-1.66,-0.95,e,W
M,0.49,0.39,0.14,0.7070000000000001,0.2795,0.2185,0.18,13,0.88,0.47,0.24,-1.22,e,B
F,0.525,0.42,0.16,0.7559999999999999,0.2745,0.173,0.275,9,0.78,-0.55,-0.91,3.24,e,B
I,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6,-0.16,0.87,-0.3,1.83,e,W
I,0.375,0.305,0.115,0.2715,0.092,0.07400000000000001,0.09,8,-1.65,0.1,-1.33,0.54,e,B
M,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14,-0.09,0.67,-1.18,-1.19,e,B
F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8,-0.88,-1.14,0.72,-0.82,e,W
F,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22,0.45,-0.57,-0.72,-1.04,e,B
M,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12,-0.18,3.08,0.33,-0.67,e,W
M,0.58,0.455,0.17,0.93,0.408,0.259,0.22,9,1.15,-1.0,-0.01,1.2,e,O
M,0.635,0.515,0.17,1.275,0.509,0.28600000000000003,0.34,16,-0.45,-2.13,-0.18,-1.15,e,W
M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20,0.68,-0.49,0.53,0.93,e,W
M,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13,-0.63,0.01,0.11,-0.98,e,W
F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18,-0.42,1.08,0.08,-0.21,p,W
M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17,0.95,2.19,1.53,0.28,e,B
F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16,1.36,-1.38,0.05,0.33,e,W
M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18,2.16,-0.35,0.03,0.16,e,W
F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,12,-0.87,0.12,0.44,1.78,e,W
F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20,-0.19,0.07,-0.13,1.16,e,H
F,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16,-0.73,0.35,-0.28,-1.45,e,W
F,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,12,-1.74,-0.8,-0.52,0.59,e,W
M,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19,0.93,-0.74,0.53,0.75,e,B
M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11,1.22,0.07,-1.04,-1.62,e,B
F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10,1.02,-0.23,-0.55,-1.91,e,B
M,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,12,-1.39,-1.17,0.3,-0.05,e,W
F,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17,0.47,-0.12,-0.15,1.84,e,W
F,0.65,0.545,0.165,1.5659999999999998,0.6645,0.3455,0.415,16,0.51,-0.44,-0.26,-0.86,e,H
F,0.66,0.565,0.195,1.7605,0.6920000000000001,0.3265,0.5,16,0.31,0.21,0.72,0.4,e,B
F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19,0.56,0.69,0.63,-0.37,e,W
F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14,0.07,0.84,-0.36,1.4,e,H
M,0.685,0.52,0.15,1.3430000000000002,0.4635,0.292,0.4,13,0.64,-2.1,0.48,0.34,e,B
F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,20,-0.16,-0.43,1.42,0.23,e,W
M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11,0.0,0.03,0.17,-0.19,e,W
F,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10,2.14,0.89,-0.24,1.02,e,W
M,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,15,-0.6,-0.26,-1.12,0.47,e,B
F,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12,1.06,-0.45,1.05,0.11,e,W
M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15,-0.28,-0.97,1.78,2.46,p,B
M,0.535,0.42,0.145,0.7909999999999999,0.33,0.189,0.25,10,-0.48,1.25,-1.15,-1.19,e,B
M,0.485,0.4,0.135,0.6629999999999999,0.313,0.13699999999999998,0.2,10,-0.15,0.12,1.32,-0.71,e,W
M,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12,-0.38,-0.95,0.02,-0.88,e,W
M,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10,0.49,0.17,-0.73,-1.67,e,W
F,0.455,0.37,0.105,0.4925,0.21600000000000005,0.1245,0.135,9,-0.13,-0.87,-0.46,0.71,p,W
M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12,1.59,-1.05,-0.78,1.78,e,W
M,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10,0.6,-1.26,-1.69,0.75,e,O
M,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,14,-0.01,0.76,-0.61,0.44,e,W
I,0.465,0.375,0.12,0.471,0.222,0.119,0.14,9,1.25,1.29,-0.46,1.2,e,W
I,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10,0.51,0.28,-0.16,-1.26,e,B
M,0.475,0.375,0.125,0.593,0.277,0.115,0.18,10,-1.43,-0.41,0.04,-1.19,e,B
F,0.47,0.375,0.125,0.5615,0.252,0.13699999999999998,0.18,10,-1.16,1.21,-0.32,-0.47,e,W
I,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,9,0.2,0.57,0.11,-0.04,e,B
I,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,6,1.04,-1.43,0.09,-1.05,e,W
I,0.39,0.31,0.1,0.302,0.116,0.064,0.115,11,1.17,0.47,-0.71,0.83,e,W
F,0.5,0.395,0.14,0.7155,0.3165,0.17600000000000002,0.24,10,-1.08,0.11,0.18,-0.14,e,W
M,0.47,0.38,0.145,0.5865,0.2385,0.14400000000000002,0.185,8,0.3,0.22,0.8,-0.87,e,H
M,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12,2.14,-0.55,-2.38,-1.21,e,
M,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11,0.74,-0.78,0.38,0.14,p,W
F,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9,-0.74,-0.56,-0.42,0.75,e,W
M,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9,-0.99,-1.54,0.69,1.4,e,B
F,0.435,0.325,0.11,0.4335,0.17800000000000002,0.0985,0.155,7,0.27,-1.44,1.79,0.2,p,W
F,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10,0.59,0.33,0.03,0.23,e,H
I,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,7,1.72,-1.16,0.41,-0.46,e,H
F,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12,2.82,1.4,0.62,-1.71,e,W
M,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8,-0.91,0.58,0.08,0.21,e,H
M,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16,1.09,-1.96,1.54,-1.47,e,H
M,0.555,0.45,0.145,0.915,0.4,0.246,0.285,11,0.76,-0.98,0.45,-0.48,e,H
M,0.57,0.44,0.095,0.8270000000000001,0.3395,0.2215,0.235,8,-0.81,-0.03,-2.76,0.33,e,W
M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15,0.4,-0.28,0.82,-0.25,e,W
M,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14,0.28,-1.0,0.8,0.54,e,H
F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11,0.49,-1.67,0.01,-0.25,e,W
M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12,0.78,1.69,-0.62,-0.65,e,H
F,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14,0.97,0.47,1.29,1.54,p,B
F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15,-0.32,0.86,0.73,-0.39,e,W
F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20,-0.02,1.0,0.38,0.14,e,W
M,0.63,0.515,0.165,1.352,0.488,0.349,0.45,20,-0.04,-0.54,-0.61,1.75,p,
F,0.63,0.5,0.155,1.005,0.3670000000000001,0.199,0.36,16,-0.71,0.54,0.24,0.54,e,H
M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13,0.44,0.15,-1.55,-0.55,e,W
F,0.67,0.54,0.165,1.5015,0.518,0.358,0.505,14,-1.27,-0.02,-0.87,-1.3,e,W
I,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,11,-1.73,0.03,0.87,-0.09,e,W
F,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,13,0.65,-1.04,0.01,-0.46,p,B
I,0.29,0.225,0.07,0.101,0.036000000000000004,0.0235,0.035,8,0.93,-0.59,0.96,-1.15,e,W
I,0.26,0.2,0.07,0.092,0.037000000000000005,0.02,0.03,6,0.09,0.36,0.53,0.83,e,B
M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13,1.74,-0.37,0.3,0.83,e,B
F,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18,-0.81,1.56,1.47,0.22,e,
M,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,19,0.53,-3.18,0.26,0.15,e,B
F,0.56,0.455,0.125,0.943,0.344,0.129,0.375,21,-0.15,1.16,1.0,-0.59,e,H
F,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18,0.49,-1.1,1.8,-0.35,e,H
F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18,0.37,0.59,-0.01,0.43,e,W
M,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,20,-0.3,-0.36,-1.22,0.27,e,W
M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18,-0.78,0.43,-0.51,0.73,e,B
M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22,0.93,-0.2,-0.31,-1.75,e,W
I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13,-0.84,0.34,0.78,-2.8,e,H
M,0.5,0.41,0.15,0.662,0.2815,0.13699999999999998,0.22,11,0.15,1.44,0.06,1.17,e,W
I,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,7,-0.03,2.28,-0.49,-1.41,e,B
I,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14,0.83,-1.59,-0.41,0.18,e,H
M,0.39,0.3,0.09,0.3055,0.14300000000000002,0.0645,0.085,9,-0.9,0.21,-0.3,0.31,e,N
M,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,13,1.04,1.68,-0.78,-0.07,e,W
I,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,10,1.15,-1.29,-1.39,-0.49,e,W
I,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8,-0.45,0.34,-1.14,-1.03,e,W
F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,19,0.33,0.32,0.22,-0.39,e,H
I,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10,0.25,1.97,-0.04,0.76,e,B
F,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10,0.25,-0.25,0.42,0.73,e,H
F,0.56,0.455,0.19,0.7140000000000001,0.28300000000000003,0.129,0.275,9,0.58,-2.23,-0.5,-0.26,e,B
M,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,13,0.49,-0.18,-2.03,-1.02,e,H
M,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,16,0.15,-0.29,-0.1,-0.41,e,W
M,0.605,0.5,0.175,1.098,0.4765,0.232,0.375,12,0.4,-1.69,-1.75,1.17,e,W
F,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18,-0.92,0.83,1.6,-0.54,e,H
M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16,1.34,1.52,0.8,-1.01,e,W
F,0.675,0.535,0.16,1.41,0.5920000000000001,0.3175,0.42,16,0.04,-1.95,0.61,-0.46,e,B
F,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17,-0.27,1.38,0.1,2.26,e,W
F,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11,-1.21,-0.3,1.57,-2.73,e,W
F,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,14,0.12,-0.09,-0.09,-1.21,e,W
M,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11,0.68,1.18,-0.93,-0.03,e,W
F,0.64,0.54,0.175,1.221,0.51,0.259,0.39,15,0.33,-1.09,1.13,1.26,e,B
I,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,9,1.23,-0.35,-0.1,0.81,e,B
I,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,10,-0.95,1.13,0.25,-0.11,e,W
F,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11,0.03,0.45,-0.04,-1.61,e,W
M,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11,0.51,-0.43,-1.8,1.52,e,H
F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12,0.08,-0.62,0.58,-2.06,e,W
I,0.24,0.185,0.07,0.0715,0.026,0.018000000000000002,0.025,6,-1.6,1.59,-0.22,0.22,e,W
I,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5,-0.08,-1.13,-1.13,-0.07,e,W
I,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6,1.03,0.49,-0.26,-0.62,e,W
I,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5,-0.35,-0.62,-1.09,1.53,e,B
F,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12,-0.7,-0.74,0.89,-0.23,e,W
M,0.655,0.53,0.195,1.388,0.5670000000000001,0.2735,0.41,13,0.46,0.07,-0.04,-1.61,e,W
F,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,17,-0.35,-1.32,0.56,-0.16,e,A
M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21,-0.38,-0.02,0.16,0.66,e,B
F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9,-0.94,1.45,-0.16,1.18,e,
F,0.515,0.405,0.12,0.6459999999999999,0.2895,0.1405,0.177,10,0.79,0.71,-0.24,0.22,e,H
I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9,-0.59,0.33,-0.16,0.37,e,H
F,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,11,1.33,-0.4,0.26,-0.28,e,W
F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10,0.08,0.45,-1.49,0.03,e,H
M,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17,-0.79,-0.88,-1.21,-0.9,e,B
F,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9,1.74,-1.36,1.36,-1.33,e,W
M,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,17,-0.37,0.55,-0.7,1.32,e,B
M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21,-0.01,1.89,-0.99,-0.36,e,W
M,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16,-1.08,0.13,0.62,-0.93,e,W
F,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,29,1.3,2.08,-0.32,-0.09,e,W
M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,17,-0.26,3.35,-0.89,0.27,e,W
M,0.57,0.465,0.125,0.8490000000000001,0.3785,0.1765,0.24,15,0.59,0.03,-1.39,-0.46,e,W
F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19,-1.04,1.84,-0.59,-0.34,e,W
M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12,0.47,0.42,0.67,-0.24,e,W
F,0.585,0.465,0.14,0.908,0.381,0.1615,0.315,13,-0.53,-1.11,-1.22,2.07,e,B
M,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,11,0.06,0.26,-0.28,-1.0,e,H
F,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15,-0.85,0.76,0.37,-0.75,e,W
M,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11,-1.25,-1.57,0.57,1.2,e,B
F,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14,-0.11,-1.05,-1.89,-0.48,e,W
M,0.59,0.455,0.145,1.073,0.475,0.19,0.285,14,0.22,-1.05,-0.34,-0.44,e,W
M,0.58,0.46,0.13,0.921,0.35700000000000004,0.181,0.29,13,0.02,-2.3,0.38,1.23,p,H
F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11,1.53,-0.46,0.08,0.4,p,H
M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15,-0.43,-0.88,0.49,-0.16,e,B
M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17,0.53,0.02,-1.45,1.3,e,W
